"","fno","country","year","season","lat","long","pc","cem","ast","nplsqm","ccd","vartype","fym","n","p","k","mf","wcp","iu","hu","fu","cs","ldg","yield","dscum","wecum","ntmax","npmax","nltmax","nlhmax","waa","wba","dhx","whx","ssx","wma","lfa","lma","rha","thrx","pmx","defa","bphx","wbpx","awx","rbx","rbbx","glhx","stbx","rbpx","hbx","bbx","blba","lba","bsa","blsa","nbsa","rsa","lsa","shbx","shrx","srx","fsmx","nbx","dpx","rtdx","rsdx","gsdx","rtx"
"378","378","THA","2012","WS",14.6368,100.1077,1,"2","0",NA,105,2,0,120.12,54.6,23.4,198.12,"2",2,2,1,"2",0,3.68,"0","0",8,6.7,4.8,4.8,75,75,2.25,1.43,1,42.14,81.14,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2415.79,30,116.18,842.3,252.86,16.07,0,0,5.47,0,0,0,0,0,0,0,0
"379","379","THA","2012","WS",14.6469,100.1226,1,"2","0",NA,114,2,0,74.88,93.6,0,168.48,"2",4,5,0,"3",0,4.27,"1","0",13.2,4.6,5.2,5.2,225,675,3.37,0,6.94,97.47,100.94,0,0,0,0,0,6,0,0,0,0,0,0,NA,0,0,1822.5,14.26,1056.37,223.12,2362.5,8.65,525,14,2,0,4,0,0,0,0,0,0
"380","380","THA","2012","WS",14.6465,100.1219,1,"2","0",NA,114,2,0,74.88,93.6,0,168.48,"2",4,2,0,"4",1,4.45,"1","0",9.8,4.8,4.6,4.6,0,0,1.11,1.67,13.27,57.48,1780.02,0,0,0,0,0,12,0,0,1,0,0,0,NA,0,0,2859,75,852.36,175.34,2619.38,29,125,2,11.39,0,0,0,0,0,0,0,0
"381","381","THA","2012","WS",14.6442,100.1174,1,"2","0",NA,111,2,0,171.12,55.2,0,226.32,"2",2,2,2,"3",5,2.94,"2","0",13.2,6.4,4.1,4.1,150,150,0,0,9.3,952.67,36.29,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,229.21,60.56,191.5,961.03,31.25,61.8,0,1.67,0,1.25,0,0,0,0,0,0,0
"382","382","THA","2012","WS",14.6458,100.121,1,"2","0",NA,111,2,0,174.84,56.4,0,231.24,"2",2,2,2,"2",5,1.31,"2","0",10.8,5.1,4.4,4.4,225,825,0.77,0,5.93,165.7,50,0,0,0,0,0,3,0,0,0,0,0,0,NA,0,0,487.65,54.9,599.67,664.97,0,197.17,0,0,1.53,0,0,0,0,0,0,0,0
"383","383","THA","2012","WS",14.6425,100.1106,1,"2","0",NA,124,2,0,96.25,31.25,25,152.5,"2",2,3,1,"4",15,4.09,"2","0",10.2,7.3,4.1,4.1,0,225,1,1.67,9.16,157.15,137.61,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,707.02,70.27,430.94,424.63,473.96,181.6,0,14.36,2.5,0,0,0,0,0,0,0,0
"384","384","THA","2012","WS",14.6408,100.122,1,"2","0",NA,114,2,0,135,62.5,50,247.5,"2",1,4,0,"5",2,3.52,"1","0",9.9,7.7,4.7,4.7,0,0,0,0,0,109.69,26.88,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,231.95,59.52,650.84,421.6,439.73,145.31,0,0,0.71,0,0,0,0,0,0,0,0
"385","385","THA","2012","WS",14.6382,100.1261,1,"2","0",NA,114,2,0,146.64,93.6,0,240.24,"2",2,2,1,"4",3,5.1,"1","0",11.4,7.5,4.2,4.2,0,150,0.91,0,1,71.25,64.79,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,697.42,8.65,1450.83,362.64,0,61.29,0,0,0,0,0,1.67,0,0,0,0,0
"386","386","THA","2012","WS",14.6386,100.1108,1,"2","0",NA,114,2,0,96.25,31.25,25,152.5,"2",2,2,2,"2",1,4.54,"1","0",10.6,5.7,4.3,4.3,75,900,0,0,9.41,0,96.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2010.08,0,2179.42,929.01,0,0,0,0,0,0,20.17,0,0,0,0,0,0
"387","387","THA","2012","WS",14.6401,100.1156,1,"2","0",NA,114,2,0,96.25,31.25,25,152.5,"2",2,2,2,"3",0,4.36,"2","0",9.3,5.9,4.8,4.8,225,450,3.33,2,6.68,57.38,118.81,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2365.63,9,2426.43,369.2,0,22.5,0,7.43,0,0,2,0,0,0,0,0,0
"388","388","THA","2012","WS",14.6434,100.1232,1,"2","0",NA,113,2,0,78.02,49.8,0,127.82,"2",1,2,2,"4",0,4.37,"2","0",10.5,5.2,4.5,4.5,75,75,1.25,0,5.02,96.88,111.24,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,1232.74,0,590.41,541.83,497.02,35.71,0,0,2,0,0,0,0,0,0,0,0
"389","389","THA","2012","WS",14.6353,100.1145,1,"2","0",NA,119,2,0,135,62.5,50,247.5,"2",1,4,0,"4",2,4.01,"0","0",12.2,7.2,4.8,4.8,0,75,0,0,0.59,163.23,117.04,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,1142.1,0,1666.9,797.76,162.5,187.25,0,52.28,3.83,0,0,0,0,0,0,0,0
"390","390","THA","2012","WS",14.6405,100.1284,1,"2","0",NA,104,2,0,77.08,33.84,16.92,127.84,"2",0,0,0,"4",0,3.26,"0","0",7.8,6.8,4.4,4.4,0,75,0,1.25,3.75,392.61,46.21,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2776.47,0,412.37,123.75,1282.24,35.71,0,0,0,0,7.64,3.1,0,0,0,0,0
"391","391","THA","2012","WS",14.6431,100.1225,1,"2","0",NA,113,2,0,78.02,49.8,0,127.82,"2",2,2,2,"4",0,4.33,"1","0",9.5,5.4,4.8,4.8,75,150,0,12.67,3.93,103.45,95.68,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,1606.27,279.17,275.45,1093.22,50,72.38,0,17.33,1.82,0,0,0,0,0,0,0,0
"392","392","THA","2012","WS",14.6394,100.1179,1,"2","0",NA,115,2,1,96.25,31.25,25,152.5,"2",2,2,2,"2",0,4.08,"1","0",11.3,4.7,5,5,75,75,3.74,0,10.9,118.48,256.56,0,0,0,0,0,3,0,0,0,0,0,0,NA,0,0,2548.67,0,2793.52,477.66,0,12.86,325,0,1.43,0,41.29,0,0,0,0,0,0
"393","393","THA","2012","WS",14.636,100.1163,1,"2","0",NA,114,2,0,81,37.5,30,148.5,"2",1,4,0,"3",1,4.69,"1","0",11.8,5.6,4.7,4.7,0,675,0.71,0,2.73,30,62.09,0,0,0,0,0,3,0,0,0,0,0,0,NA,0,0,1389.24,6.82,1645.7,622.04,0,0,885.42,0,5.77,0,0,0,0,0,0,0,0
"394","394","THA","2012","WS",14.6411,100.111,1,"2","0",NA,94,2,1,93,45,20,158,"2",2,2,1,"4",4,4.68,"2","0",9.7,7.1,4.6,4.6,75,150,0,2.36,5.84,126.92,9,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1252.93,8.18,290.92,691.07,235.96,269.35,0,8.52,3.11,2.25,0,0,0,0,0,0,0
"395","395","THA","2012","WS",14.6416,100.1163,1,"2","0",NA,105,2,0,117,60,0,177,"2",2,2,3,"4",2,4.07,"2","0",9.6,7.5,4.9,4.9,0,0,0,0.83,2.44,177.46,46.97,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1661.16,0,60.61,1508.38,1433.5,247.65,0,0,0,0,5.79,7.08,0,0,0,0,0
"396","396","THA","2012","WS",14.6471,100.1232,1,"2","0",NA,100,2,0,188.48,136.8,60.8,386.08,"2",4,3,1,"4",0,4.85,"0","0",13.6,5.3,4.5,4.5,75,75,0.56,0,7.69,113.72,215.17,0,0,0,0,0,30,0,0,0,0,0,0,NA,0,0,2383.04,129.17,2087.91,309.57,583.33,0,254.17,0,3.65,0,5.83,0,0,0,0,0,0
"397","397","THA","2012","WS",14.6321,100.1176,1,"2","0",NA,99,2,0,143.52,12.48,12.48,168.48,"2",2,2,2,"2",0,3.43,"2","0",8.4,7.6,5.2,5.2,0,150,0,0,2.92,31.61,0,0,0,0,0,0,9,0,0,0,0,0,0,NA,0,0,833.46,37.5,1063.07,585.16,0,118.98,0,1.25,0,0,0,0,0,0,0,0,0
"398","398","THA","2012","WS",14.6315,100.1156,1,"2","0",NA,94,2,0,121.68,62.4,0,184.08,"2",2,2,1,"4",2,4.4,"0","0",7.1,6.5,5.2,5.2,150,150,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2269.93,10,150.95,720.54,224.11,10.71,0,0,4.29,0,4.5,0,0,0,0,0,0
"399","399","THA","2012","WS",14.6378,100.1245,1,"2","0",NA,123,2,0,232.5,75,0,307.5,"2",3,4,1,"4",0,2.82,"1","0",11.8,10.4,4.4,4.4,450,900,0,1.11,0.91,224.59,12.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,616.16,12.5,1617.26,6.43,0,0,111.17,0,1.91,0,0,0,0,0,0,0,0
"400","400","THA","2012","WS",14.6321,100.1177,1,"2","0",NA,104,2,0,127.92,56.16,28.08,212.16,"2",3,2,1,"4",5,5.52,"1","0",9.8,6.6,4.3,4.3,0,450,0,0,0,297.36,435.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1159.52,0,2974.53,37.5,0,0,306.7,0,0,0,0,0,0,0,0,0,0
"401","401","VNM","2012","DS",10.5767,105.1967,1,"2","0",NA,105,2,0,101.8,56,90,247.8,"2",2,1,2,"4",0,7.52,"0","0",8.7,1.2,2.8,2.8,75,75,0,0,2.54,0,677.98,0,0,0,0,0,13,3,0,0,0,2,0,NA,0,0,0,1829.25,32.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29
"402","402","VNM","2012","DS",10.5767,105.1967,1,"2","0",NA,105,2,0,81.2,44.8,64.4,190.4,"2",2,1,2,"4",0,7.48,"0","0",7.3,1.5,2.9,2.9,116.67,116.67,0,0,0,0,177.5,0,0,0,0,0,3,0,0,2,0,2,0,NA,0,0,0,957.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","403","VNM","2012","DS",10.5767,105.1967,1,"2","0",NA,105,2,0,102,80,84,266,"2",2,1,2,"4",0,7.45,"0","0",2.4,1.4,9.4,9.4,91.67,91.67,0,0,2.5,25,0,0,0,0,0,0,12,0,0,0,0,2,0,NA,0,0,0,459.71,28.13,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"404","404","VNM","2012","DS",10.5767,105.1967,1,"2","0",NA,87,2,0,138,105.8,30,273.8,"2",0,1,1,"4",0,7,"0","0",2.6,2.3,8.5,8.5,75,41.67,0,0,0,0,180.45,0,0,0,0,0,10,2,0,0,0,1,0,NA,0,0,0,582.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","405","VNM","2012","DS",10.5767,105.1967,1,"2","0",NA,87,2,0,99,46,30,175,"2",0,4,0,"4",0,7.4,"0","0",7.9,1.4,3,3,75,75,0,0,0,0,925,0,0,0,0,0,7,1,0,0,0,1,0,NA,0,0,0,1209.38,0,0,0,0,0,0,0,0,30,0,0,0,0,0,8.21
"406","406","VNM","2012","DS",10.5767,105.1967,1,"2","0",NA,87,2,0,109,55.2,30,194.2,"2",1,4,0,"4",0,7.5,"0","0",12,1.4,2.6,2.6,150,375,0,0,0,0,135.55,0,0,0,0,0,9,0,0,0,0,4,0,NA,0,0,0,337.5,0,0,0,0,0,0,0,0,35,0,0,0,0,0,6.21
"407","407","VNM","2012","DS",10.5767,105.1967,1,"2","0",NA,87,2,0,96,69,30,195,"2",3,3,0,"4",0,7.47,"0","0",10.7,1.6,2.9,2.9,100,100,0,0,0,0,61.94,0,0,0,0,0,3,0,0,0,0,3,0,NA,0,0,0,79.87,0,0,0,0,0,20,0,0,30,0,0,0,0,0,10.65
"408","408","VNM","2012","DS",10.2867,105.6569,1,"2","0",NA,85,2,0,125.5,53,60,238.5,"2",4,2,5,"4",0,4.8,"1","0",2.4,2,6,6,1725,191.67,0,5,0,203.61,212.92,0,0,0,0,0,403,10,2,0,0,34,0,NA,0,0,0,934.64,0,0,0,0,0,0,0,0,28.33,8.33,0,0,24,0,23.33
"409","409","VNM","2012","DS",10.2867,105.6569,1,"2","0",NA,86,2,0,51.5,40,80,171.5,"2",3,1,4,"3",0,4.78,"0","0",2.8,2.4,5.1,5.1,250,233.33,0,0,0,75,179.17,0,0,0,0,0,128,29,2,0,0,17,0,NA,0,0,0,219.79,0,0,0,0,0,0,0,0,12.5,17.5,0,0,50,0,0
"410","410","VNM","2012","DS",10.2867,105.6569,1,"2","0",NA,67,2,0,51.5,40,80,171.5,"2",1,1,4,"3",0,5.62,"1","0",2,2,4.3,4.3,2516.67,1275,0,0,0,265,465.83,0,0,0,0,0,162,12,7,0,0,9,0,NA,0,0,0,25,0,0,0,0,0,0,0,0,5,28.33,0,0,40,0,70
"411","411","VNM","2012","DS",10.2867,105.6569,1,"2","0",NA,88,2,0,60.3,50.8,15,126.1,"2",2,2,3,"4",10,5.28,"0","0",2.6,2.3,5.5,5.5,2083.33,808.33,0,0,0,78.75,167.36,0,0,0,0,0,289,14,3,2,0,44,0,NA,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"412","412","VNM","2012","DS",10.2867,105.6569,1,"2","0",NA,89,2,0,85,16,58.4,159.4,"2",3,1,4,"4",0,5.27,"1","0",3.8,3.6,5.7,5.7,975,416.67,0,2,0,358.5,897.96,0,0,0,0,0,129,3,9,0,0,9,0,NA,0,0,0,179.75,0,0,0,0,0,0,0,0,0,5.33,0,0,6,0,0
"413","413","VNM","2012","DS",10.4475,106.5636,1,"2","0",NA,100,2,0,117.4,41.4,7.5,166.3,"2",5,1,3,"4",0,5.83,"0","0",3.9,1,3.3,3.3,66.67,66.67,8.33,20,0,0,1039.44,0,0,0,0,0,33,2,6,4,0,8,0,NA,0,0,263.33,0,753.89,0,0,0,0,13.33,0,0,0,0,0,0,4,0,0
"414","414","VNM","2012","DS",10.4475,106.5636,1,"2","0",NA,99,2,0,110,77.5,120,307.5,"2",2,1,3,"4",0,5.97,"0","0",3.4,1,3.4,3.4,291.67,75,10,20,0,0,855.63,0,0,0,0,0,32,22,4,5,0,11,0,NA,0,0,275,0,1576.81,0,0,0,0,12.5,0,0,0,0,0,0,6,0,20
"415","415","VNM","2012","DS",10.4475,106.5622,1,"2","0",NA,91,2,0,66.8,41.4,99,207.2,"2",3,1,3,"4",0,6.88,"0","0",4.1,1,4,4,175,175,4,20,0,0,577.64,0,0,0,0,474.38,67,13,2,4,0,4,0,NA,0,0,120,0,692.08,0,0,0,0,15,0,0,0,30,0,0,8,0,18
"416","416","VNM","2012","DS",10.3964,106.4464,1,"2","0",NA,92,2,0,116.5,31.5,60,208,"1",3,0,2,"4",0,9.03,"0","0",6.7,3.9,4.8,4.8,450,158.33,0,5,0,228.11,535.37,0,0,0,0,0,40,1,0,0,0,0,0,NA,0,0,900.81,2172.38,72,0,92.71,0,0,0,0,0,0,0,0,0,14,0,0
"417","417","VNM","2012","DS",10.3667,106.6667,1,"2","0",NA,102,2,0,67.4,29.8,26,123.2,"1",0,0,3,"4",0,9.07,"0","0",4,2.7,5.1,5.1,1116.67,158.33,17.67,3.33,0,164.07,376.49,0,0,0,0,0,4,15,0,1,0,0,0,NA,0,0,880.58,376.15,0,0,249.93,0,0,0,0,0,0,0,0,0,0,0,0
"418","418","VNM","2012","DS",10.3667,106.6667,1,"2","0",NA,99,2,0,83.6,13.8,60,157.4,"1",1,0,4,"3",1,7.8,"0","0",4.2,2.4,4.5,4.5,183.33,83.33,0,8.33,0,151.13,283.9,0,0,0,0,0,4,3,0,2,0,5,0,NA,0,0,789.35,2019,1503.65,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
"419","419","VNM","2012","DS",10.3667,106.6667,1,"2","0",NA,107,2,0,121.6,69,8,198.6,"3",1,1,3,"3",0,8.1,"0","0",3.7,2.8,5.1,5.1,1050,83.33,15,0,0,201.04,349.79,0,0,0,0,0,25,144,0,0,0,0,0,NA,0,0,890.83,1434.38,269.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","420","VNM","2012","DS",10.3667,106.6667,1,"2","0",NA,87,2,0,98,43,75,216,"1",1,0,2,"4",1,10.15,"0","0",2.9,2.3,5.1,5.1,475,83.33,0,8.33,0,67.5,273.33,0,0,0,0,0,3,3,0,0,0,3,0,NA,0,0,1045,335,514.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","421","VNM","2012","DS",10.1125,106.0906,1,"2","0",NA,86,2,0,99.8,55.2,30,185,"3",4,1,4,"4",0,7.9,"0","0",3.2,1.1,4.8,4.8,91.67,91.67,7,0,0,415.07,491.13,0,0,0,0,0,64,9,1,0,0,1,0,NA,0,0,821.33,260.9,218.75,0,250,0,0,5.83,0,0,0,0,0,0,0,0,15
"422","422","VNM","2012","DS",10.1125,106.0072,1,"2","0",NA,86,2,0,96,46,42,184,"1",2,0,4,"4",0,8.18,"0","0",4.5,1,4.2,4.2,116.67,116.67,5,20,0,0,622.29,0,0,0,0,0,149,7,0,0,0,13,0,NA,0,0,903.24,120,195.38,0,0,0,0,7.08,0,0,0,0,0,0,4,0,7.5
"423","423","VNM","2012","DS",10.4383,106.1128,1,"2","0",NA,95,2,0,110,62,38,210,"3",4,1,3,"4",0,8.67,"0","0",4.3,1,3.9,3.9,216.67,216.67,50,20,0,0,1050.72,0,0,0,0,0,65,5,1,0,0,23,0,NA,0,0,494.75,99.24,465.56,0,0,0,0,0,0,0,0,0,0,0,4,0,11.67
"424","424","VNM","2012","DS",10.4078,106.1128,1,"2","0",NA,95,2,0,117,39,8,164,"3",2,1,4,"4",0,8.63,"0","0",4.6,1,4.1,4.1,175,175,22,10,0,0,475.46,0,0,0,0,0,56,21,5,0,0,8,0,NA,0,0,119.58,12.86,250.6,0,0,0,0,9.17,0,0,0,0,0,0,4,0,10
"425","425","VNM","2012","DS",10.4078,106.1111,1,"2","0",NA,90,2,0,48,39,38,125,"3",5,1,5,"4",0,9.77,"0","0",4.3,1,3.9,3.9,258.33,258.33,5,10,0,0,382.36,0,0,0,0,0,53,10,4,3,0,30,0,NA,0,0,112.5,0,248.75,0,0,0,0,0,0,0,0,0,0,0,4,0,0
